model,best_reward,best_path
DQN,-699.3095457553864,"[[-22.44825553894043, -64.02729034423828, -6.004436492919922], [-24.177854537963867, -63.607975006103516, -7.1951189041137695], [-25.661008834838867, -62.12735366821289, -7.656330585479736], [-28.32419204711914, -61.68627166748047, -6.794891834259033], [-31.302885055541992, -61.59675216674805, -6.688226222991943], [-34.044288635253906, -61.90474319458008, -6.726190090179443], [-35.54059982299805, -63.656009674072266, -7.065978527069092], [-36.977447509765625, -65.39262390136719, -7.540604114532471], [-39.678672790527344, -65.90238189697266, -6.630953311920166], [-41.436622619628906, -64.77288055419922, -6.9627227783203125], [-41.8577995300293, -62.07418441772461, -6.994937419891357], [-41.945457458496094, -59.04149627685547, -6.970041751861572], [-41.962642669677734, -55.911766052246094, -6.909534454345703], [-41.97368240356445, -55.15680694580078, -8.07168197631836], [-41.98062515258789, -57.2357063293457, -7.442787170410156], [-41.98353576660156, -60.166259765625, -7.338137149810791], [-41.975223541259766, -60.92934799194336, -8.532139778137207], [-41.96842575073242, -58.860382080078125, -7.912416458129883], [-41.9653205871582, -55.97442626953125, -6.852786064147949], [-41.9720344543457, -55.3545036315918, -7.5105743408203125], [-41.977657318115234, -57.47014617919922, -6.894449234008789], [-41.98051834106445, -60.43197250366211, -6.799094200134277], [-41.970924377441406, -61.13239288330078, -8.002060890197754], [-41.96292495727539, -59.03270721435547, -7.264597415924072], [-41.95977783203125, -56.11217498779297, -7.085716724395752], [-41.96988296508789, -55.412052154541016, -8.24966812133789], [-41.97814178466797, -57.506561279296875, -7.621187686920166], [-41.981998443603516, -60.42387008666992, -6.5066399574279785], [-43.217464447021484, -62.27960968017578, -6.860260963439941], [-45.95171356201172, -62.730472564697266, -6.892268657684326], [-48.925167083740234, -62.82403564453125, -6.86737060546875], [-52.04784393310547, -62.84305953979492, -6.856162071228027], [-55.16770935058594, -62.845279693603516, -6.850625038146973], [-58.22852325439453, -62.84410095214844, -6.846965312957764], [-60.246009826660156, -61.71622085571289, -7.550358772277832], [-60.7947883605957, -59.15390396118164, -6.73274564743042], [-60.901519775390625, -56.18165588378906, -6.622060298919678], [-60.92945098876953, -55.38035202026367, -7.767830848693848], [-60.940834045410156, -57.408348083496094, -7.110803604125977], [-60.933712005615234, -57.897159576416016, -7.7640380859375], [-60.92710494995117, -55.70299530029297, -7.136465549468994], [-60.93568801879883, -55.137081146240234, -7.787972927093506], [-59.9941520690918, -56.39096450805664, -7.574477195739746], [-58.490299224853516, -57.798179626464844, -6.94756555557251], [-60.14314270019531, -59.082218170166016, -7.183248043060303], [-61.873390197753906, -58.24549102783203, -8.005033493041992], [-62.36759567260742, -55.74959945678711, -7.207834243774414], [-62.4704704284668, -55.13045120239258, -7.820748329162598], [-62.495849609375, -57.27513885498047, -7.1949238777160645], [-62.48890686035156, -57.84339904785156, -7.847909450531006], [-62.49553298950195, -57.50105667114258, -8.00003719329834], [-62.485557556152344, -57.646026611328125, -7.70638370513916], [-62.475589752197266, -55.34852981567383, -6.7690839767456055], [-62.490562438964844, -54.812347412109375, -7.418537616729736], [-62.50197219848633, -57.117584228515625, -7.70426082611084], [-62.48151397705078, -57.90688705444336, -8.091649055480957], [-62.46492385864258, -55.83901596069336, -7.268337249755859], [-62.48005294799805, -55.265193939208984, -7.902829170227051], [-62.493560791015625, -57.43796920776367, -7.270349025726318], [-62.47560119628906, -57.9501838684082, -7.92798376083374], [-62.46015548706055, -55.74784851074219, -7.158034324645996], [-62.478424072265625, -55.24953842163086, -7.729709148406982], [-62.49364471435547, -57.3998908996582, -7.100123882293701], [-62.4736328125, -57.9685173034668, -7.734727382659912], [-63.42020034790039, -56.6424560546875, -7.536923408508301], [-66.00907897949219, -56.269126892089844, -6.556806564331055], [-69.03430938720703, -56.19449996948242, -6.461499214172363], [-72.10832214355469, -56.17375183105469, -6.480999946594238], [-74.91094970703125, -55.8947868347168, -6.498375415802002], [-77.92596435546875, -55.447288513183594, -6.474105358123779], [-80.96148681640625, -55.34794616699219, -6.451559543609619], [-82.88407897949219, -56.45667266845703, -7.154824733734131], [-83.25152587890625, -56.92341995239258, -8.184651374816895], [-83.32779693603516, -56.65556716918945, -8.192946434020996], [-83.3149185180664, -56.82500457763672, -7.868879318237305], [-83.34103393554688, -56.61463165283203, -7.6040263175964355], [-83.31598663330078, -56.75358963012695, -7.359408855438232], [-83.3492431640625, -56.615970611572266, -7.917234897613525], [-83.37995910644531, -58.829898834228516, -7.17266845703125], [-83.34220123291016, -59.39833450317383, -7.731692790985107], [-83.3079605102539, -57.17664337158203, -6.953309535980225], [-83.34632110595703, -56.70059585571289, -7.479043960571289]]"
